eventDate,municipality,locality,verbatimLocality,decimalLatitude,decimalLongitude,scientificName,class,order,family
1/15/1914,,Don diego,South America | Colombia | Magdalena | Santa Marta | DON DIEGO,,,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
1/2/2017,,"Aparta hotel el Oasis ,Taganga, Santa Marta, Magdalena",,11.2643,-74.1833,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/25/2007,,"Magdalena: San Lorenzo ridge, Sierra Nevada de Santa Marta",,11.1009,-74.072,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
10/17/1964,,Santa Marta,Santa Marta,11.25,-74.216667,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
2/15/2018,,"Sierra Nevada De Santa Marta Natural National Park, Santa Marta (Dist. ESP. ) CO-Magdalena (11.2485,-73.5597)",,11.248526,-73.55969,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/2/2018,,"Cuchilla San Lorenzo , Sierra nevada de Santa Marta, Magdalena",,11.1015,-74.0837,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/4/2020,,"6-2 Calle 5, Dibulla, La Guajira, CO (11.272, -73.309)",,11.271945,-73.30884,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/20/2021,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/10/2012,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/18/2019,,"Quinta San Pedro Alejandrino, Santa Marta, Magdalena, CO",,11.228167,-74.17749,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/13/2023,,"Sendero Pueblito Chairama - Cabo Parque Nacional Tayrona, Magdalena,",,11.318856,-73.98349,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/5/2019,,"CO-Magdalena-Santa Marta (Dist. ESP. ) (11.1455,-74.1149)",,11.145546,-74.114876,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/9/2021,,"470003, Santa Marta CO-Magdalena (11.2279,-74.1783)",,11.227948,-74.17831,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/9/2019,,PNN Tayrona--Arrecifes,,11.314315,-73.94941,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/23/2023,,Santa Marta Foliage gleaner,,11.097165,-74.07663,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/1/2019,,"CO-Magdalena-Santa Marta (Dist. ESP. ) (11.1396,-74.1210)",,11.139634,-74.12099,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/28/2022,,"IED Liceo Del Norte, Santa Marta, Magdalena, CO (11,249, -74,197)",,11.249087,-74.19669,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/20/2016,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/25/2022,,"Santa Marta - Minca, Minca, Magdalena, CO (11,143, -74,118)",,11.143253,-74.11829,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/7/2020,,"Calle 8 6A-100–6A-2, Santa Marta CO-Magdalena 11.24898, -74.20787",,11.248979,-74.20787,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/18/2023,,"4324 Carrera 29, Santa Marta, Magdalena, CO (11,224, -74,184)",,11.224173,-74.18434,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/6/2023,,Country Club - Desembocadura Río Guachaca,,11.25504,-73.831955,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/30/2024,,"Vía Arrecifes, Santa Marta CO-Magdalena 11.30549, -73.92912",,11.305494,-73.92912,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/12/2021,,Palomino--camino al Mirador,,11.238886,-73.55983,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/8/2022,,"Santa Marta - Cerro Kenedy, Magdalena, CO (11.115, -74.097)",,11.114687,-74.09693,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/15/2018,,"Minca, SN Santa Marta",,11.144474,-74.11994,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/14/2023,,Condominio Sierra Laguna - Santa Marta,,11.173232,-74.23435,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/10/2014,,In transit Santa Marta to Riohacha,,11.441751,-73.04582,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/31/2019,,"Santa Marta - Cerro Kenedy, Magdalena, CO (11.11, -74.061)",,11.110119,-74.06106,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/7/2022,,"Kantawa Spa Hotel - Riohacha, Santa Marta CO-Magdalena 11.28302, -73.97820",,11.283024,-73.9782,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/9/2024,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/23/2020,,"Santa Marta - Cerro Kenedy 1–99, Santa Marta (Dist. ESP. ) CO-Magdalena 11.14396, -74.11010",,11.143964,-74.11011,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/2/2024,,"Bello Horizonte, Santa Marta CO-Magdalena (11.1502,-74.2268)",,11.150195,-74.22676,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/6/2024,,"Playa Los Cocos, Palomino -La Guajira",,11.257576,-73.567024,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/9/2023,,"4324 Carrera 29, Santa Marta, Magdalena, CO (11,224, -74,184)",,11.224173,-74.18434,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/10/2018,,Santa Marta,,1.258036,-70.24049,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/29/2024,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/5/2024,,"Magdalena, Santa Marta- Quinta de San Pedro Alejandrino.",,11.228186,-74.17784,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/8/2022,,"Rodadero - Cruce Alcatraces, Santa Marta CO-Magdalena 11.15467, -74.22298",,11.15467,-74.22298,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/8/1979,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/17/2024,,"Santuario De Fauna Y Flora Los Flamencos. Sendero Arranchaderos. Palomino Birding. La Guajira, CO (11.424, -73.096)",,11.423538,-73.09619,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/23/2024,,"Universidad del Magdalena, Santa Marta, Magdalena",,11.225461,-74.185936,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/10/2024,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/27/2016,,Rio Guachaca,,11.246672,-73.839615,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/17/2016,,Via Parque Tayrona,,11.255578,-74.117035,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/17/2017,,PNN Tayrona--Sector Cañaveral,,11.296261,-73.914085,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/18/2015,,"Santa Marta, Vía Parque Tayrona",,11.28834,-74.15239,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/31/2022,,"Santa Marta (Dist. ESP. ), Santa Marta CO-Magdalena 11.09295, -74.08005",,11.092946,-74.080055,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/24/2022,,Zazué Condominio - Santa Marta - CO,,11.147488,-74.22298,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/5/2023,,Santa marta,,11.241659,-74.206375,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/30/2022,,"Santa Marta - Cerro Kenedy, Magdalena, CO (11,127, -74,101)",,11.127349,-74.10084,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/27/2024,,"Vías Parque Nacional Tayrona, Magdalena, CO (11.291, -73.914)",,11.290598,-73.91366,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/11/2024,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/15/2020,,PNN Tayrona--Sector Los Naranjos,,11.288939,-73.906105,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/15/2024,,Comunidad Indígena Santa Marta,,1.278994,-70.22636,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/26/2024,,"Calle 1A 3-66, Santa Marta CO-Magdalena 11.14372, -74.11892",,11.143723,-74.11892,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/26/2014,,PNN Tayrona (Cañaveral),,11.3035,-73.92836,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/22/2020,,"Carrera 7 8-100–8-2, Santa Marta CO-Magdalena 11.24887, -74.20790",,11.248866,-74.2079,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/5/2015,,dondiego santamarta-palomino,,11.20404,-74.1666,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/7/2010,,Saino Entrance to Tayrona NP,,11.282599,-73.91503,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/30/2018,,"Parque Nacional Natural Sierra Nevada De Santa Marta, Santa Marta CO-Magdalena (11,2421,-73,5600)",,11.242098,-73.56003,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/2/2024,,"Bello Horizonte, Santa Marta CO-Magdalena (11.1502,-74.2268)",,11.150195,-74.22676,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
7/24/2022,,"#22-15 Carrera 1c, Santa Marta, Magdalena, CO (11.242, -74.216)",,11.241624,-74.21574,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/9/2023,,"Santa Marta (Dist. ESP. ), Santa Marta CO-Magdalena 11.25677, -73.79269",,11.256771,-73.79269,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
7/21/2018,,Hotel Costa Azul - Santa Marta,,11.106916,-74.22414,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/31/2020,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/14/2023,,PalominoBirding Octubre Big Day 2023. Madre Vieja.,,11.244486,-73.562386,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/15/2019,,Comunidad Indígena Santa Marta,,1.278994,-70.22636,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/30/2017,,"CO-La Guajira-Dibulla - 11.253x-73.547 - Jan 28, 2017 9:05 PM",,11.252804,-73.5467,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/5/2024,,"Santa Marta, Santa Marta CO-Magdalena (11.1121,-74.0938)",,11.112085,-74.09381,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/30/2024,,"Carrera 10, Dibulla CO-La Guajira 11.24780, -73.55661",,11.247798,-73.55661,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/15/2022,,"Santa Marta - Cerro Kenedy, Magdalena, CO (11.13, -74.109) El Recuerdo",,11.130444,-74.10879,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/25/2019,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/3/2019,,"Quinta de San Pedro Alejandrino, Santa Marta, Magdalena, CO",,11.228175,-74.17734,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/20/2021,,"Vía Santa Marta - Riohacha, Riohacha CO-La Guajira 11.41031, -73.06192",,11.41031,-73.06192,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1898-02-11,,Sierra Nevada de Santa Marta,"South America, Colombia, Santa Marta",10.82838,-73.69251,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
1897-12-27,,Sierra Nevada de Santa Marta,"South America, Colombia, Santa Marta",10.82838,-73.69251,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
1/22/2024,,"Vía Santa Marta, Dibulla CO-La Guajira (11.2421,-73.5330)",,11.242117,-73.53297,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/6/2020,,Santa Marta (Dist. ESP. ) Airbnb,,11.188711,-74.23245,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/18/2021,,"Vía Santa Marta - Riohacha (Troncal del Caribe), Riohacha CO-Departamento de La Guajira 11.27611, -73.12218",,11.27611,-73.12218,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1898-06-11,,"Santa Marta, Macotoma","South America, Colombia, Santa Marta, Macotoma",5.60472,-71.93806,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
1898-06-12,,"Santa Marta, Macotoma","South America, Colombia, Santa Marta, Macotoma",5.60472,-71.93806,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
2/9/2024,,PN Tayrona— Sendero Calabazo,,11.287597,-74.00101,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1898-01-11,,Sierra Nevada de Santa Marta,"South America, Colombia, Santa Marta",10.82838,-73.69251,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
1/24/2023,,PNN Tayrona lunch restaurant,,11.280163,-73.91573,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/28/2014,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1898-05-13,,"Santa Marta, Palomina","South America, Colombia, Santa Marta, Palomina",5.60472,-71.93806,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
1898-05-27,,"Santa Marta, Palomina","South America, Colombia, Santa Marta, Palomina",5.60472,-71.93806,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
1898-05-09,,"Santa Marta, Palomina","South America, Colombia, Santa Marta, Palomina",5.60472,-71.93806,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
3/29/2023,,"Vía Alterna al Puerto de Santa Marta, Santa Marta CO-Magdalena--11.15703, -74.20981",,11.157033,-74.209816,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/28/2015,,Comunidad Indígena Santa Marta,,1.278994,-70.22636,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/19/2021,,"Vía Santa Marta 99, Riohacha CO-La Guajira 11.21146, -73.40382",,11.211457,-73.403824,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/15/2024,,Comunidad Indígena Santa Marta,,1.278994,-70.22636,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/6/2017,,"Santa Marta - MINCA- Rededor De La Reserva El Dorado , CO (11.101, -74.072)",,11.100868,-74.07196,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/20/2024,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1899-07-01,,"Santa Marta, San Sebastian","South America, Colombia, Santa Marta, San Sebastian",9.27528,-73.53417,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
1899-06-27,,"Santa Marta, San Sebastian","South America, Colombia, Santa Marta, San Sebastian",9.27528,-73.53417,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
1899-07-06,,"Santa Marta, San Sebastian","South America, Colombia, Santa Marta, San Sebastian",9.27528,-73.53417,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
1898-06-21,,"Santa Marta, Palomina","South America, Colombia, Santa Marta, Palomina",5.60472,-71.93806,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
1897-12-27,,Sierra Nevada de Santa Marta,"South America, Colombia, Santa Marta",10.82838,-73.69251,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
5/11/2024,,Humedal Madre Vieja Río Palomino.,,11.247188,-73.564575,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1898-05-17,,"Santa Marta, Palomina","South America, Colombia, Santa Marta, Palomina",5.60472,-71.93806,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
1/31/2017,,Historic Santa Marta,,11.243409,-74.21116,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1898-05-25,,"Santa Marta, Palomina","South America, Colombia, Santa Marta, Palomina",5.60472,-71.93806,"Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)",Aves,Passeriformes,Tyrannidae
1/29/2019,,Comunidad Indígena Santa Marta,,1.278994,-70.22636,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/2/2023,,Parque Tayrona entrada Calabazo,,11.287399,-74.00115,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/9/2023,,"Santa Marta (Dist. ESP. ), Santa Marta CO-Magdalena 11.12502, -74.09966",,11.125022,-74.09966,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/8/2014,,Santa Marta-Minca Road,,11.179811,-74.14676,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/14/2022,,Vereda Santa Marta,,1.324132,-76.55027,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/4/2023,,PNN Tayrona--Sector Cañaveral,,11.296261,-73.914085,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/17/2016,,"CO-Département de Magdalena-Santa Marta (Dist. ESP. ) - 11,1310x-74,1009 - 17 févr. 2016 18:44",,11.130974,-74.10087,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/18/2023,,"Vía Santa Marta - Riohacha, Riohacha CO-La Guajira 11.40992, -73.06241",,11.409917,-73.06241,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/3/2018,,"Santa Marta - Cerro Kenedy, Magdalena, CO (11,095, -74,082)",,11.095036,-74.081985,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/11/2024,,La Guajira-Vía Palomino-Río Ancho,,11.242315,-73.526985,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/24/2022,,"38a2 Carrera 23, Santa Marta, Magdalena, CO (11.222, -74.186)",,11.221687,-74.18557,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/7/2018,,"Mingueo-Santa Marta, Palomino, La Guajira, CO (11,245, -73,559)",,11.245097,-73.55936,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/9/2017,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/10/2024,,"Vías Parque Nacional Tayrona, Magdalena, CO (11,303, -73,923)",,11.302925,-73.92291,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/2/2023,,"Tayrona National Natural Park, Santa Marta CO-Magdalena 11.29641, -73.89235",,11.296405,-73.89236,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/9/2023,,"4324 Carrera 29, Santa Marta, Magdalena, CO (11,224, -74,184)",,11.224173,-74.18434,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/9/2024,,"Vía Santa Marta - Riohacha, Santa Marta CO-Magdalena 11.28093, -73.91333",,11.28093,-73.91334,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/20/2022,,"Desde el Mirador, Vereda La Tagua, Corregimiento Minca, Santa Marta, Magdalena, CO (11.076, -74.037)",,11.075871,-74.03693,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/2/2021,,"470008, Santa Marta (Dist. ESP. ) CO-Magdalena 11.12685, -74.10456",,11.126852,-74.10456,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/23/2022,,Comunidad Indígena Santa Marta,,1.278994,-70.22636,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/23/2015,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/18/2005,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/25/2023,,"Vía Santa Marta - Riohacha, Riohacha CO-La Guajira 11.26636, -73.14641",,11.266356,-73.14641,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/9/2023,,"Vía Santa Marta - Riohacha (Troncal del Caribe), Riohacha CO-Departamento de La Guajira 11.27611, -73.12218",,11.27611,-73.12218,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
7/18/2019,,"Santa Marta, sector Palo Alto la Ye.",,11.097301,-74.08241,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/28/2024,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/2/2020,,"Hotel Casa Café- Santa Marta - Cerro Kenedy, Magdalena, CO (11.095, -74.082)",,11.095374,-74.08152,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/26/2018,,"Vías Parque Nacional Tayrona, Magdalena, CO (11.307, -73.93)",,11.306684,-73.93046,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/24/2024,,"Vías Parque Nacional Tayrona, Magdalena, CO (11.299, -73.915)",,11.298683,-73.91543,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/3/2022,,Mama Tayrona Hostel,,11.283413,-73.99417,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/21/2024,,"Malecon de Bastidas, Santa Marta, Magdalena, CO (11.243, -74.215)",,11.243037,-74.21536,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/29/2023,,Tayrona PNN,,11.285413,-73.91388,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/29/2023,,"Transversal del Caribe 64-879–64-963, Santa Marta CO-Magdalena (11.2018,-74.1994)",,11.201811,-74.19938,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/14/2019,,"CO-Magdalena-Santa Marta (Dist. ESP. ) (11.2717,-73.8441)",,11.271713,-73.84412,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
7/9/1997,,PNN Tayrona--Arrecifes,,11.314315,-73.94941,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/19/2022,,"Santa Marta - Cerro Kenedy, Magdalena, CO (11.144, -74.114)",,11.143724,-74.11419,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
3/13/2022,,"Cuchilla De San Lorenzo Santa Marta - Cerro Kenedy, Magdalena, CO (11.109, -74.046)",,11.108698,-74.04616,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/12/2024,,"Gaviotas, Palomino",,11.232694,-73.487076,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
9/25/2023,,"Vía sin nombre, Santa Marta, Magdalena, CO (11.227, -74.173)",,11.22723,-74.17251,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
7/6/2023,,"Vías Parque Nacional Tayrona, Magdalena, CO (11,301, -73,918)",,11.301147,-73.91795,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/27/2022,,PNN Tayrona--Sector Cañaveral,,11.296261,-73.914085,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
5/24/2023,,"Vía Santa Marta - Riohacha Troncal del Caribe, Santa Marta CO-Magdalena 11.25315, -74.10927",,11.253149,-74.10927,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/8/2024,,Rio Don Diego--Carretera 90,,11.239863,-73.696976,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
12/7/2017,,"Santa Marta - Cerro Kenedy, Magdalena, CO (11,125, -74,099)",,11.125341,-74.09916,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/21/2023,,"4324 Carrera 29, Santa Marta, Magdalena, CO (11,224, -74,184)",,11.224173,-74.18434,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/31/2024,,PNN Tayrona,,11.305776,-73.947014,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2/17/2024,,PNN Tayrona--Taganga,,11.279498,-74.16457,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/5/2016,,PNN Tayrona--Sector Cañaveral,,11.296261,-73.914085,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/5/2024,,Palomino--Casco Urbano,,11.246273,-73.555145,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
